,subject,number,exam,title,CRN,time,location,instructor,foundation,division,area,connection,textbook,seats,special_info
10,ANTH,"ClassNumber(num='ANTH-398 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ANTH&crse_numb_in=398&crn_in=10471&seq_numb_in=A01')","ClassExam(letter='S', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S&course=ANTH-398 A01&term_code=201610&term_desc=Fall 2015&crn=10471')",No Shot at Immunity,10471,M W 12:30 PM - 1:50 PM,Knapton Hall 114,"[ClassInstructor(name='Bowen-Murphy, Ashley E.', link='https://wheatoncollege.edu/academics/faculty-directory/Ashley-Bowen-Murphy/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ANTH&course-1=398&section-1=A01,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",Register under PH 398-A01. Permission of Instructor. 
11,ANTH,"ClassNumber(num='ANTH-399 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ANTH&crse_numb_in=399&crn_in=10565&seq_numb_in=A01')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=ANTH-399 A01&term_code=201610&term_desc=Fall 2015&crn=10565')",Independent Study,10565,TBA,Location info TBA,"[ClassInstructor(name='MacLeod, Joshua P.', link='https://wheatoncollege.edu/academics/faculty-directory/Joshua-MacLeod/')]",,DVSS,ARSS,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ANTH&course-1=399&section-1=A01,"SeatInfo(max='Max Enroll: 3', taken='Max Enroll: 3', avail='Max Enroll: 3', wait_list='Max Enroll: 3')",Permission of Instructor. 
12,ANTH,"ClassNumber(num='ANTH-401 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ANTH&crse_numb_in=401&crn_in=10025&seq_numb_in=A')","ClassExam(letter='S', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S&course=ANTH-401 A&term_code=201610&term_desc=Fall 2015&crn=10025')",Senior Seminar,10025,W 2:00 PM - 4:50 PM,Mars Center-Science/Technology 3100,"[ClassInstructor(name='Owens, Bruce M.', link='https://wheatoncollege.edu/academics/faculty-directory/Bruce-Owens/')]",,DVSS,ARSS,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ANTH&course-1=401&section-1=A,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",Open to Senior Majors or Permission of Instructor. 
13,ARBC,"ClassNumber(num='ARBC-101 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARBC&crse_numb_in=101&crn_in=10345&seq_numb_in=A')","ClassExam(letter='B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=B&course=ARBC-101 A&term_code=201610&term_desc=Fall 2015&crn=10345')",Elementary Arabic I,10345,M W F 9:30 AM - 10:20 AM,Knapton Hall 114,"[ClassInstructor(name='Rowan, Mona', link='https://wheatoncollege.edu/academics/faculty-directory/Mona-Rowan/')]",FL,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARBC&course-1=101&section-1=A,"SeatInfo(max='Max Enroll: 20', taken='Max Enroll: 20', avail='Max Enroll: 20', wait_list='Max Enroll: 20')",Limited to 20. 
14,ARBC,"ClassNumber(num='ARBC-201 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARBC&crse_numb_in=201&crn_in=10346&seq_numb_in=A')","ClassExam(letter='C', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=C&course=ARBC-201 A&term_code=201610&term_desc=Fall 2015&crn=10346')",Intermediate Arabic I,10346,M W F 10:30 AM - 11:20 AM,Knapton Hall 114,"[ClassInstructor(name='Rowan, Mona', link='https://wheatoncollege.edu/academics/faculty-directory/Mona-Rowan/')]",FL,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARBC&course-1=201&section-1=A,"SeatInfo(max='Max Enroll: 20', taken='Max Enroll: 20', avail='Max Enroll: 20', wait_list='Max Enroll: 20')",Limited to 20. 
15,ARBC,"ClassNumber(num='ARBC-399 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARBC&crse_numb_in=399&crn_in=10553&seq_numb_in=A01')","ClassExam(letter='D', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=D&course=ARBC-399 A01&term_code=201610&term_desc=Fall 2015&crn=10553')",Ind Stdy: Advanced Arabic II,10553,M W F 11:30 AM - 12:20 PM,Knapton Hall 114,"[ClassInstructor(name='Rowan, Mona', link='https://wheatoncollege.edu/academics/faculty-directory/Mona-Rowan/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARBC&course-1=399&section-1=A01,"SeatInfo(max='Max Enroll: 6', taken='Max Enroll: 6', avail='Max Enroll: 6', wait_list='Max Enroll: 6')",Permission of instructor. 
16,ARTH,"ClassNumber(num='ARTH-111 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=111&crn_in=10054&seq_numb_in=A')","ClassExam(letter='D', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=D&course=ARTH-111 A&term_code=201610&term_desc=Fall 2015&crn=10054')",Arts of the Western Tradition,10054,M W F 11:30 AM - 12:20 PM,Watson Fine Arts Center 102,"[ClassInstructor(name='Ghadessi, Touba', link='https://wheatoncollege.edu/academics/faculty-directory/Touba-Ghadessi/')]",,DVAH,ARHM,"[ClassConx(num='2025', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=CONX&crse_numb_in=20025&crn_in=&seq_numb_in='), ClassConx(num='2047', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=CONX&crse_numb_in=20047&crn_in=&seq_numb_in=')]",http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=111&section-1=A,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",A lab section must be selected with course. 
17,ARTH,"ClassNumber(num='ARTH-111 L01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=111&crn_in=10055&seq_numb_in=L01')","ClassExam(letter='', link='')",Arts of the Western Trad Lab,10055,W 9:30 AM - 10:20 AM,Watson Fine Arts Center 122,"[ClassInstructor(name='McBreen, Ellen M.', link='https://wheatoncollege.edu/academics/faculty-directory/Ellen-McBreen/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=111&section-1=L01,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",A lecture section must be slected with lab. 
18,ARTH,"ClassNumber(num='ARTH-111 L02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=111&crn_in=10056&seq_numb_in=L02')","ClassExam(letter='', link='')",Arts of the Western Trad Lab,10056,W 10:30 AM - 11:20 AM,Watson Fine Arts Center 122,"[ClassInstructor(name='McBreen, Ellen M.', link='https://wheatoncollege.edu/academics/faculty-directory/Ellen-McBreen/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=111&section-1=L02,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",A lecture section must be selected with lab. 
19,ARTH,"ClassNumber(num='ARTH-111 L03', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=111&crn_in=10061&seq_numb_in=L03')","ClassExam(letter='', link='')",Arts of the Western Trad Lab,10061,T 2:00 PM - 2:50 PM,Watson Fine Arts Center 122,"[ClassInstructor(name='Staudinger, Evelyn R.', link='https://wheatoncollege.edu/academics/faculty-directory/evelyn-ruth-staudinger/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=111&section-1=L03,"SeatInfo(max='Max Enroll: 12', taken='Max Enroll: 12', avail='Max Enroll: 12', wait_list='Max Enroll: 12')",A lecture section must be selected with lab. Limited to 12. 
20,ARTH,"ClassNumber(num='ARTH-111 L04', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=111&crn_in=10062&seq_numb_in=L04')","ClassExam(letter='', link='')",Arts of the Western Trad Lab,10062,T 3:30 PM - 4:20 PM,Watson Fine Arts Center 206,"[ClassInstructor(name='Staudinger, Evelyn R.', link='https://wheatoncollege.edu/academics/faculty-directory/evelyn-ruth-staudinger/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=111&section-1=L04,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",A lecture section must be selected with lab. 
21,ARTH,"ClassNumber(num='ARTH-198 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=198&crn_in=10478&seq_numb_in=A01')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=ARTH-198 A01&term_code=201610&term_desc=Fall 2015&crn=10478')",Modern Architecture,10478,M W 3:30 PM - 4:50 PM,Watson Fine Arts Center 122,"[ClassInstructor(name='Evans, R. Tripp', link='https://wheatoncollege.edu/academics/faculty-directory/R. Tripp-Evans/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=198&section-1=A01,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",
22,ARTH,"ClassNumber(num='ARTH-211 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=211&crn_in=10057&seq_numb_in=A')","ClassExam(letter='D', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=D&course=ARTH-211 A&term_code=201610&term_desc=Fall 2015&crn=10057')",Arts Western Trad (Enhanced),10057,M W F 11:30 AM - 12:20 PM,Watson Fine Arts Center 102,"[ClassInstructor(name='Ghadessi, Touba', link='https://wheatoncollege.edu/academics/faculty-directory/Touba-Ghadessi/')]",,DVAH,ARHM,"[ClassConx(num='2025', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=CONX&crse_numb_in=20025&crn_in=&seq_numb_in='), ClassConx(num='2047', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=CONX&crse_numb_in=20047&crn_in=&seq_numb_in=')]",http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=211&section-1=A,"SeatInfo(max='Max Enroll: 12', taken='Max Enroll: 12', avail='Max Enroll: 12', wait_list='Max Enroll: 12')",Additional lab added to course (1.5 credit).  Limited to 12. 
23,ARTH,"ClassNumber(num='ARTH-211 L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=211&crn_in=10240&seq_numb_in=L')","ClassExam(letter='', link='')",Arts Western Trad Enhanced Lab,10240,W 10:00 AM - 11:20 AM,Watson Fine Arts Center 206,"[ClassInstructor(name='Ghadessi, Touba', link='https://wheatoncollege.edu/academics/faculty-directory/Touba-Ghadessi/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=211&section-1=L,"SeatInfo(max='Max Enroll: 12', taken='Max Enroll: 12', avail='Max Enroll: 12', wait_list='Max Enroll: 12')",A lecture section must be selected with lab. Limited to 12. 
24,ARTH,"ClassNumber(num='ARTH-230 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=230&crn_in=10060&seq_numb_in=A')","ClassExam(letter='S', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S&course=ARTH-230 A&term_code=201610&term_desc=Fall 2015&crn=10060')",Introduction to Museum Studies,10060,T R 2:00 PM - 3:20 PM,Watson Fine Arts Center 145,"[ClassInstructor(name='Niederstadt, Leah N.', link='https://wheatoncollege.edu/academics/faculty-directory/Leah-Niederstadt/')]",,DVAH,ARHM,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=230&section-1=A,"SeatInfo(max='Max Enroll: 16', taken='Max Enroll: 16', avail='Max Enroll: 16', wait_list='Max Enroll: 16')",Permission of Instructor. 
25,ARTH,"ClassNumber(num='ARTH-245 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=245&crn_in=10474&seq_numb_in=A')","ClassExam(letter='S', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S&course=ARTH-245 A&term_code=201610&term_desc=Fall 2015&crn=10474')",Postwar and Contemporary Art,10474,M W 2:00 PM - 3:20 PM,Watson Fine Arts Center 122,"[ClassInstructor(name='McBreen, Ellen M.', link='https://wheatoncollege.edu/academics/faculty-directory/Ellen-McBreen/')]",,DVAH,ARHM,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=245&section-1=A,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",Cross listed with FNMS 245. 
26,ARTH,"ClassNumber(num='ARTH-263 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=263&crn_in=10479&seq_numb_in=A')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=ARTH-263 A&term_code=201610&term_desc=Fall 2015&crn=10479')",African-American Art,10479,M W 12:30 PM - 1:50 PM,Watson Fine Arts Center 122,"[ClassInstructor(name='Evans, R. Tripp', link='https://wheatoncollege.edu/academics/faculty-directory/R. Tripp-Evans/')]",BW,DVAH,ARHM,"[ClassConx(num='2310', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=CONX&crse_numb_in=23010&crn_in=&seq_numb_in=')]",http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=263&section-1=A,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",
27,ARTH,"ClassNumber(num='ARTH-399 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201610&subj_code_in=ARTH&crse_numb_in=399&crn_in=10608&seq_numb_in=A01')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=ARTH-399 A01&term_code=201610&term_desc=Fall 2015&crn=10608')",Ind Stdy: African-American Art,10608,TBA,Location info TBA,"[ClassInstructor(name='Evans, R. Tripp', link='https://wheatoncollege.edu/academics/faculty-directory/R. Tripp-Evans/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2015&div-1=&dept-1=ARTH&course-1=399&section-1=A01,"SeatInfo(max='Max Enroll: 1', taken='Max Enroll: 1', avail='Max Enroll: 1', wait_list='Max Enroll: 1')",Intended for advanced students.  Permission of Instructor. 
