,subject,number,exam,title,CRN,time,location,instructor,foundation,division,area,connection,textbook,seats,special_info
10,ARBC,"ClassNumber(num='ARBC-201 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARBC&crse_numb_in=201&crn_in=10027&seq_numb_in=A')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=ARBC-201 A&term_code=201910&term_desc=Fall 2018&crn=10027')",Intermediate Arabic I,10027,M W 3:30 PM - 4:50 PM,Location info TBA,"[ClassInstructor(name='Rowan, Mona', link='https://wheatoncollege.edu/academics/faculty-directory/Mona-Rowan/')]",FL,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARBC&course-1=201&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",An additional hour of conversation per week will be required and will be scheduled with the professor. Limited to 20. 
11,ARBC,"ClassNumber(num='ARBC-301 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARBC&crse_numb_in=301&crn_in=10227&seq_numb_in=A')","ClassExam(letter='F', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=F&course=ARBC-301 A&term_code=201910&term_desc=Fall 2018&crn=10227')",Advanced Arabic,10227,T R 8:30 AM - 9:45 AM,Location info TBA,"[ClassInstructor(name='Rowan, Mona', link='https://wheatoncollege.edu/academics/faculty-directory/Mona-Rowan/')]",FL,DVAH,ARHM,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARBC&course-1=301&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')","Prerequisite: ARBC 101, 102, 201 and 202 or Permission of Instructor. Course taught at Stonehill College. Students are responsible for their own transportation. Limited to 20. "
12,ARTH,"ClassNumber(num='ARTH-001 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=001&crn_in=10320&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app for Exhibition Design,10320,T R 2:00 PM - 3:20 PM,Location info TBA,"[ClassInstructor(name='Niederstadt, Leah N.', link='https://wheatoncollege.edu/academics/faculty-directory/Leah-Niederstadt/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=001&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
13,ARTH,"ClassNumber(num='ARTH-110 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=110&crn_in=10316&seq_numb_in=A')","ClassExam(letter='I', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=I&course=ARTH-110 A&term_code=201910&term_desc=Fall 2018&crn=10316')",Intro Italian Renaissance Art,10316,T R 12:30 PM - 1:50 PM,Location info TBA,"[ClassInstructor(name='Ghadessi, Touba', link='https://wheatoncollege.edu/academics/faculty-directory/Touba-Ghadessi/')]",,DVAH,ARHM,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=110&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
14,ARTH,"ClassNumber(num='ARTH-198 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=198&crn_in=10313&seq_numb_in=A01')","ClassExam(letter='K', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=K&course=ARTH-198 A01&term_code=201910&term_desc=Fall 2018&crn=10313')",Introduction to American Art,10313,M W 2:00 PM - 3:20 PM,Location info TBA,"[ClassInstructor(name='Evans, R. Tripp', link='https://wheatoncollege.edu/academics/faculty-directory/R. Tripp-Evans/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=198&section-1=A01,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
15,ARTH,"ClassNumber(num='ARTH-198 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=198&crn_in=10318&seq_numb_in=A02')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=ARTH-198 A02&term_code=201910&term_desc=Fall 2018&crn=10318')",Introduction to Modern Art,10318,T R 2:00 PM - 3:20 PM,Location info TBA,"[ClassInstructor(name='McBreen, Ellen M.', link='https://wheatoncollege.edu/academics/faculty-directory/Ellen-McBreen/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=198&section-1=A02,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
16,ARTH,"ClassNumber(num='ARTH-298 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=298&crn_in=10315&seq_numb_in=A01')","ClassExam(letter='I', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=I&course=ARTH-298 A01&term_code=201910&term_desc=Fall 2018&crn=10315')",Public Art and Prejudice,10315,T R 12:30 PM - 1:50 PM,Location info TBA,"[ClassInstructor(name='Miller, Kimberly A.', link='https://wheatoncollege.edu/academics/faculty-directory/kim-miller/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=298&section-1=A01,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
17,ARTH,"ClassNumber(num='ARTH-335 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=335&crn_in=10319&seq_numb_in=A')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=ARTH-335 A&term_code=201910&term_desc=Fall 2018&crn=10319')",Exhibition Design,10319,T 2:00 PM - 4:50 PM,Location info TBA,"[ClassInstructor(name='Niederstadt, Leah N.', link='https://wheatoncollege.edu/academics/faculty-directory/Leah-Niederstadt/')]",,DVAH,ARHM,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=335&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",Register for ARTH 001.  Attendance required first day of class. Permission of Instructor. Limited to 12. Cross-listed with FNMS 335. 
18,ARTH,"ClassNumber(num='ARTH-350 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=350&crn_in=10317&seq_numb_in=A')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=ARTH-350 A&term_code=201910&term_desc=Fall 2018&crn=10317')",Ruling Families of Renaissance,10317,T 2:00 PM - 4:50 PM,Location info TBA,"[ClassInstructor(name='Ghadessi, Touba', link='https://wheatoncollege.edu/academics/faculty-directory/Touba-Ghadessi/')]",,DVAH,ARHM,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=350&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
19,ARTH,"ClassNumber(num='ARTH-370 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=370&crn_in=10314&seq_numb_in=A')","ClassExam(letter='P', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=P&course=ARTH-370 A&term_code=201910&term_desc=Fall 2018&crn=10314')",Art History and Feminism,10314,M 3:30 PM - 6:20 PM,Location info TBA,"[ClassInstructor(name='Evans, R. Tripp', link='https://wheatoncollege.edu/academics/faculty-directory/R. Tripp-Evans/')]",,DVAH,ARHM,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=370&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",Cross-listed with WGS 371. 
