,subject,number,exam,title,CRN,time,location,instructor,foundation,division,area,connection,textbook,seats,special_info
35,ARTS,"ClassNumber(num='ARTS-299 B03', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=299&crn_in=10607&seq_numb_in=B03')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=ARTS-299 B03&term_code=201620&term_desc=Spring 2016&crn=10607')",Ind Stdy: Teaching Assistant,10607,TBA,Location info TBA,"[ClassInstructor(name='Johnson, Patrick H.', link='https://wheatoncollege.edu/academics/faculty-directory/Patrick-Johnson/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=299&section-1=B03,"SeatInfo(max='Max Enroll: 2', taken='Max Enroll: 2', avail='Max Enroll: 2', wait_list='Max Enroll: 2')",Permission of Instructor. 
36,ARTS,"ClassNumber(num='ARTS-299 B04', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=299&crn_in=10633&seq_numb_in=B04')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=ARTS-299 B04&term_code=201620&term_desc=Spring 2016&crn=10633')",Selected Topics,10633,TBA,Location info TBA,"[ClassInstructor(name='Howard, Andrew K.', link='https://wheatoncollege.edu/academics/faculty-directory/Andrew-Howard/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=299&section-1=B04,"SeatInfo(max='Max Enroll: 1', taken='Max Enroll: 1', avail='Max Enroll: 1', wait_list='Max Enroll: 1')",Permission of Instructor. 
37,ARTS,"ClassNumber(num='ARTS-299 B05', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=299&crn_in=10647&seq_numb_in=B05')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=ARTS-299 B05&term_code=201620&term_desc=Spring 2016&crn=10647')",Ind Stdy: Teaching Assistant,10647,TBA,Location info TBA,"[ClassInstructor(name='Fieo, Claudia R.', link='https://wheatoncollege.edu/academics/faculty-directory/claudia-r-fieo/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=299&section-1=B05,"SeatInfo(max='Max Enroll: 1', taken='Max Enroll: 1', avail='Max Enroll: 1', wait_list='Max Enroll: 1')",Permission of Instructor. 
38,ARTS,"ClassNumber(num='ARTS-320 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=320&crn_in=10468&seq_numb_in=B')","ClassExam(letter='S.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S.&course=ARTS-320 B&term_code=201620&term_desc=Spring 2016&crn=10468')",Painting II,10468,T R 2:00 PM - 3:50 PM,Mars Arts & Humanities A227,"[ClassInstructor(name='Stone, Patricia', link='https://wheatoncollege.edu/academics/faculty-directory/Patricia-Stone/')]",,DVAH,ARCA,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=320&section-1=B,"SeatInfo(max='Max Enroll: 15', taken='Max Enroll: 15', avail='Max Enroll: 15', wait_list='Max Enroll: 15')",Register for ARTS 007.  Interview required first day of class.  Prerequisite: ARTS 111 or ARTS 116 and ARTS 220. Permission of Instructor.  Limited to 15. 
39,ARTS,"ClassNumber(num='ARTS-360 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=360&crn_in=10053&seq_numb_in=B')","ClassExam(letter='S.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S.&course=ARTS-360 B&term_code=201620&term_desc=Spring 2016&crn=10053')",Film Production II,10053,M W 10:30 AM - 12:20 PM,Mars Arts & Humanities A118,"[ClassInstructor(name='Johnson, Patrick H.', link='https://wheatoncollege.edu/academics/faculty-directory/Patrick-Johnson/')]",,DVAH,ARCA,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=360&section-1=B,"SeatInfo(max='Max Enroll: 12', taken='Max Enroll: 12', avail='Max Enroll: 12', wait_list='Max Enroll: 12')",Register for ARTS 020. Prerequisite: ARTS 260. Permission of Instructor. Cross-listed with FNMS 360. Limited to 12. 
40,ARTS,"ClassNumber(num='ARTS-399 B01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=399&crn_in=10636&seq_numb_in=B01')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=ARTS-399 B01&term_code=201620&term_desc=Spring 2016&crn=10636')",Ind Stdy: Painting,10636,TBA,Location info TBA,"[ClassInstructor(name='Stone, Patricia', link='https://wheatoncollege.edu/academics/faculty-directory/Patricia-Stone/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=399&section-1=B01,"SeatInfo(max='Max Enroll: 1', taken='Max Enroll: 1', avail='Max Enroll: 1', wait_list='Max Enroll: 1')",Permission of Instructor. 
41,ARTS,"ClassNumber(num='ARTS-402 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=402&crn_in=10040&seq_numb_in=B')","ClassExam(letter='S.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S.&course=ARTS-402 B&term_code=201620&term_desc=Spring 2016&crn=10040')",Senior Projects,10040,T 6:30 PM - 9:20 PM,Mars Arts & Humanities A223,"[ClassInstructor(name='Fieo, Claudia R.', link='https://wheatoncollege.edu/academics/faculty-directory/claudia-r-fieo/')]",,DVAH,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=402&section-1=B,"SeatInfo(max='Max Enroll: 999', taken='Max Enroll: 999', avail='Max Enroll: 999', wait_list='Max Enroll: 999')",Senior Majors Only. 
42,ARTS,"ClassNumber(num='ARTS-500 D01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=500&crn_in=10612&seq_numb_in=D01')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=ARTS-500 D01&term_code=201620&term_desc=Spring 2016&crn=10612')",Individual Research,10612,TBA,Location info TBA,"[ClassInstructor(name='Stone, Patricia', link='https://wheatoncollege.edu/academics/faculty-directory/Patricia-Stone/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=500&section-1=D01,"SeatInfo(max='Max Enroll: 1', taken='Max Enroll: 1', avail='Max Enroll: 1', wait_list='Max Enroll: 1')",Offered to selected students at the invitation of the department.  Permission of Instructor. 
43,ARTS,"ClassNumber(num='ARTS-500 D02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=ARTS&crse_numb_in=500&crn_in=10614&seq_numb_in=D02')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=ARTS-500 D02&term_code=201620&term_desc=Spring 2016&crn=10614')",Individual Research,10614,TBA,Location info TBA,"[ClassInstructor(name='Howard, Andrew K.', link='https://wheatoncollege.edu/academics/faculty-directory/Andrew-Howard/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=ARTS&course-1=500&section-1=D02,"SeatInfo(max='Max Enroll: 1', taken='Max Enroll: 1', avail='Max Enroll: 1', wait_list='Max Enroll: 1')",Offered to selected students at the invitation of the department.  Permission of Instructor. 
44,AST,"ClassNumber(num='AST-130 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=AST&crse_numb_in=130&crn_in=10382&seq_numb_in=B')","ClassExam(letter='S.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S.&course=AST-130 B&term_code=201620&term_desc=Spring 2016&crn=10382')",The Universe,10382,M W 6:30 PM - 9:00 PM,Science Center B246,"[ClassInstructor(name='Barker, Philip T.', link='https://wheatoncollege.edu/academics/faculty-directory/timothy-barker/')]",,DVNS,ARNS,"[ClassConx(num='2059', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=CONX&crse_numb_in=20059&crn_in=&seq_numb_in='), ClassConx(num='2077', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=CONX&crse_numb_in=20077&crn_in=&seq_numb_in=')]",http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=AST&course-1=130&section-1=B,"SeatInfo(max='Max Enroll: 36', taken='Max Enroll: 36', avail='Max Enroll: 36', wait_list='Max Enroll: 36')",Permission of Instructor. 
45,AST,"ClassNumber(num='AST-202 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=AST&crse_numb_in=202&crn_in=10381&seq_numb_in=B')","ClassExam(letter='S.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=S.&course=AST-202 B&term_code=201620&term_desc=Spring 2016&crn=10381')",Frontiers of Astronomy,10381,T R 3:30 PM - 4:50 PM,Science Center 1313,"[ClassInstructor(name='Maitra, Dipankar', link='https://wheatoncollege.edu/academics/faculty-directory/Dipankar-Maitra/')]",,DVNS,ARNS,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=AST&course-1=202&section-1=B,"SeatInfo(max='Max Enroll: 15', taken='Max Enroll: 15', avail='Max Enroll: 15', wait_list='Max Enroll: 15')",Prerequisite: One previous course in Astronomy or Permission of Instructor. Limited to 15. 
46,BIO,"ClassNumber(num='BIO-099 B01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=BIO&crse_numb_in=099&crn_in=10548&seq_numb_in=B01')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=BIO-099 B01&term_code=201620&term_desc=Spring 2016&crn=10548')",Selected Topics,10548,TBA,Location info TBA,"[ClassInstructor(name='Morris, Robert L.', link='https://wheatoncollege.edu/academics/faculty-directory/robert-l-morris/')]",,DVNS,ARNS,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=BIO&course-1=099&section-1=B01,"SeatInfo(max='Max Enroll: 1', taken='Max Enroll: 1', avail='Max Enroll: 1', wait_list='Max Enroll: 1')",Permission of instructor. 
47,BIO,"ClassNumber(num='BIO-106 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=BIO&crse_numb_in=106&crn_in=10245&seq_numb_in=B')","ClassExam(letter='C.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=C.&course=BIO-106 B&term_code=201620&term_desc=Spring 2016&crn=10245')",Human Anatomy,10245,M W F 10:30 AM - 11:20 AM,Science Center B350,"[ClassInstructor(name='Ackerman-Morris, Shari', link='https://wheatoncollege.edu/academics/faculty-directory/shari-morris/')]",,DVNS,ARNS,"[ClassConx(num='2001', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=CONX&crse_numb_in=20001&crn_in=&seq_numb_in='), ClassConx(num='2010', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201620&subj_code_in=CONX&crse_numb_in=20010&crn_in=&seq_numb_in=')]",http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2016&div-1=&dept-1=BIO&course-1=106&section-1=B,"SeatInfo(max='Max Enroll: 22', taken='Max Enroll: 22', avail='Max Enroll: 22', wait_list='Max Enroll: 22')","Enrollment is by permission of instructor. Preference will be given to students pursuing nursing, physical therapy, or physician's assistant Programs. Also students interested in connecting ARTS 340 or Theatre 140 may request to enroll. A lab section must be selected with lecture. Limited to 22. "
