,subject,number,exam,title,CRN,time,location,instructor,foundation,division,area,connection,textbook,seats,special_info
0,AFDS,"ClassNumber(num='AFDS-399 B01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=AFDS&crse_numb_in=399&crn_in=10585&seq_numb_in=B01')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=AFDS-399 B01&term_code=201820&term_desc=Spring 2018&crn=10585')",Independent Study,10585,TBA,Location info TBA,"[ClassInstructor(name='Cathcart, Dolita D.', link='https://wheatoncollege.edu/academics/faculty-directory/Dolita-Cathcart/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=AFDS&course-1=399&section-1=B01,"SeatInfo(max='Max Enroll: 1', taken='Max Enroll: 1', avail='Max Enroll: 1', wait_list='Max Enroll: 1')",Permission of Instructor. 
1,ANTH,"ClassNumber(num='ANTH-099 B01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=099&crn_in=10645&seq_numb_in=B01')","ClassExam(letter='J.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J.&course=ANTH-099 B01&term_code=201820&term_desc=Spring 2018&crn=10645')",Independent Study,10645,TBA,Location info TBA,"[ClassInstructor(name='MacLeod, Joshua P.', link='https://wheatoncollege.edu/academics/faculty-directory/Joshua-MacLeod/')]",,DVSS,ARSS,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=099&section-1=B01,"SeatInfo(max='Max Enroll: 4', taken='Max Enroll: 4', avail='Max Enroll: 4', wait_list='Max Enroll: 4')",(.50 Credit) 
2,ANTH,"ClassNumber(num='ANTH-102 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=102&crn_in=10018&seq_numb_in=B')","ClassExam(letter='H.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H.&course=ANTH-102 B&term_code=201820&term_desc=Spring 2018&crn=10018')",Intro to Cultural Anthropology,10018,M W 12:30 PM - 1:50 PM,Watson Fine Arts Center 102,"[ClassInstructor(name='MacLeod, Joshua P.', link='https://wheatoncollege.edu/academics/faculty-directory/Joshua-MacLeod/')]",BW,DVSS,ARSS,"[ClassConx(num='2023', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=CONX&crse_numb_in=20023&crn_in=&seq_numb_in=')]",http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=102&section-1=B,"SeatInfo(max='Max Enroll: 80', taken='Max Enroll: 80', avail='Max Enroll: 80', wait_list='Max Enroll: 80')",A lab section must be selected with course. Limited to 80. 
3,ANTH,"ClassNumber(num='ANTH-102 L01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=102&crn_in=10019&seq_numb_in=L01')","ClassExam(letter='', link='')",Intro to Cultural Anthro Lab,10019,TBA,Location info TBA,[],,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=102&section-1=L01,"SeatInfo(max='Max Enroll: 30', taken='Max Enroll: 30', avail='Max Enroll: 30', wait_list='Max Enroll: 30')",A lecture section must be selected with lab. 
4,ANTH,"ClassNumber(num='ANTH-102 L02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=102&crn_in=10020&seq_numb_in=L02')","ClassExam(letter='', link='')",Intro to Cultural Anthro Lab,10020,TBA,Location info TBA,[],,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=102&section-1=L02,"SeatInfo(max='Max Enroll: 30', taken='Max Enroll: 30', avail='Max Enroll: 30', wait_list='Max Enroll: 30')",A lecture section must be selected with lab. 
5,ANTH,"ClassNumber(num='ANTH-102 L03', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=102&crn_in=10021&seq_numb_in=L03')","ClassExam(letter='', link='')",Intro to Cultural Anthro Lab,10021,TBA,Location info TBA,[],,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=102&section-1=L03,"SeatInfo(max='Max Enroll: 20', taken='Max Enroll: 20', avail='Max Enroll: 20', wait_list='Max Enroll: 20')",A lecture section must be selected with lab. 
6,ANTH,"ClassNumber(num='ANTH-220 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=220&crn_in=10031&seq_numb_in=B')","ClassExam(letter='P.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=P.&course=ANTH-220 B&term_code=201820&term_desc=Spring 2018&crn=10031')",Archaeology: Pract/Prehistory,10031,T R 3:30 PM - 4:50 PM,Science Center B234,"[ClassInstructor(name='Trayford, Jeffrey A.', link='https://wheatoncollege.edu/academics/faculty-directory/Jeffrey-Trayford/')]",,DVSS,ARSS,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=220&section-1=B,"SeatInfo(max='Max Enroll: 36', taken='Max Enroll: 36', avail='Max Enroll: 36', wait_list='Max Enroll: 36')",Limited to 36. 
7,ANTH,"ClassNumber(num='ANTH-225 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=225&crn_in=10022&seq_numb_in=B')","ClassExam(letter='N.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N.&course=ANTH-225 B&term_code=201820&term_desc=Spring 2018&crn=10022')",Peoples and Cultures of Africa,10022,T R 11:00 AM - 12:20 PM,Knapton Hall LEC,"[ClassInstructor(name='Kerner, Donna O.', link='https://wheatoncollege.edu/academics/faculty-directory/Donna-o-Kerner/')]",BW,DVSS,ARSS,"[ClassConx(num='2301', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=CONX&crse_numb_in=23001&crn_in=&seq_numb_in=')]",http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=225&section-1=B,"SeatInfo(max='Max Enroll: 36', taken='Max Enroll: 36', avail='Max Enroll: 36', wait_list='Max Enroll: 36')",Limited to 36. 
8,ANTH,"ClassNumber(num='ANTH-250 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=250&crn_in=10275&seq_numb_in=B')","ClassExam(letter='O.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O.&course=ANTH-250 B&term_code=201820&term_desc=Spring 2018&crn=10275')",Political Anthropology,10275,T R 2:00 PM - 3:20 PM,Knapton Hall 114,"[ClassInstructor(name='Kerner, Donna O.', link='https://wheatoncollege.edu/academics/faculty-directory/Donna-o-Kerner/')]",BW,DVSS,ARSS,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=250&section-1=B,"SeatInfo(max='Max Enroll: 36', taken='Max Enroll: 36', avail='Max Enroll: 36', wait_list='Max Enroll: 36')",Limited to 36. 
9,ANTH,"ClassNumber(num='ANTH-265 B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=ANTH&crse_numb_in=265&crn_in=10025&seq_numb_in=B')","ClassExam(letter='H.', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H.&course=ANTH-265 B&term_code=201820&term_desc=Spring 2018&crn=10025')",Medical Anthropology,10025,M W 12:30 PM - 1:50 PM,Mary Lyon Hall 211,"[ClassInstructor(name='Torres, M. Gabriela', link='https://wheatoncollege.edu/academics/faculty-directory/M. Gabriela-Torres/')]",BW,DVSS,ARSS,"[ClassConx(num='2085', link='/PROD/bzcrschd.P_ViewCourseDescription?term_in=201820&subj_code_in=CONX&crse_numb_in=20085&crn_in=&seq_numb_in=')]",http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Spring+2018&div-1=&dept-1=ANTH&course-1=265&section-1=B,"SeatInfo(max='Max Enroll: 36', taken='Max Enroll: 36', avail='Max Enroll: 36', wait_list='Max Enroll: 36')",Limited to 36. 
