,subject,number,exam,title,CRN,time,seats,location,instructor,foundation,division,area,connection,textbook,special_info,hidden_days
88,BIO,"ClassNumber(num='BIO-500 C01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=BIO&crse_numb_in=500&crn_in=10529&seq_numb_in=C01')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=BIO-500 C01&term_code=201910&term_desc=Fall 2018&crn=10529')",Individual Research,10529,['TBA'],"SeatInfo(max='Max Enroll: 1', taken='Seats Taken: 1', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Morris, Robert L.', link='https://wheatoncollege.edu/academics/faculty-directory/robert-l-morris/')]",,DVNS,ARNS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=BIO&course-1=500&section-1=C01,Permission of Instructor. ,
89,MGMT,"ClassNumber(num='MGMT-111 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=111&crn_in=10408&seq_numb_in=A01')","ClassExam(letter='B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=B&course=MGMT-111 A01&term_code=201910&term_desc=Fall 2018&crn=10408')",Fundamentals of Business,10408,['M W F 9:30 AM - 10:20 AM'],"SeatInfo(max='Max Enroll: 35', taken='Seats Taken: 26', avail='Seats Avail: 9', wait_list='Wait List: 0')",['Location info TBA'],[],,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=111&section-1=A01,10 seats reserved for Sophomores and 25 seats reserved for First Year students. Limited to 35. ,Monday Wednesday Friday 9:30  - 10:20 
90,MGMT,"ClassNumber(num='MGMT-111 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=111&crn_in=10409&seq_numb_in=A02')","ClassExam(letter='C', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=C&course=MGMT-111 A02&term_code=201910&term_desc=Fall 2018&crn=10409')",Fundamentals of Business,10409,['M W F 10:30 AM - 11:20 AM'],"SeatInfo(max='Max Enroll: 35', taken='Seats Taken: 26', avail='Seats Avail: 9', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Chapman, Charles', link='https://wheatoncollege.edu/academics/faculty-directory/Charles-Chapman/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=111&section-1=A02,10 seats reserved for Sophomores and 25 seats reserved for First Year students. Limited to 35. ,Monday Wednesday Friday 10:30  - 11:20 
91,MGMT,"ClassNumber(num='MGMT-111 A03', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=111&crn_in=10410&seq_numb_in=A03')","ClassExam(letter='I', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=I&course=MGMT-111 A03&term_code=201910&term_desc=Fall 2018&crn=10410')",Fundamentals of Business,10410,['T R 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 35', taken='Seats Taken: 35', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Marchand, Donna', link='https://wheatoncollege.edu/academics/faculty-directory/Donna-Marchand/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=111&section-1=A03,10 seats reserved for Sophomores and 25 seats reserved for First Year students. Limited to 35. ,Tuesday Thursday 12:30  - 1:50 
92,MGMT,"ClassNumber(num='MGMT-210 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=210&crn_in=10411&seq_numb_in=A01')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=MGMT-210 A01&term_code=201910&term_desc=Fall 2018&crn=10411')",Business & Mgmt Responsibility,10411,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 35', taken='Seats Taken: 34', avail='Seats Avail: 1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Marchand, Donna', link='https://wheatoncollege.edu/academics/faculty-directory/Donna-Marchand/')]",,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=210&section-1=A01,Permission of Instructor. ,Tuesday Thursday 11:00  - 12:20 
93,MGMT,"ClassNumber(num='MGMT-210 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=210&crn_in=10412&seq_numb_in=A02')","ClassExam(letter='C', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=C&course=MGMT-210 A02&term_code=201910&term_desc=Fall 2018&crn=10412')",Business & Mgmt Responsibility,10412,['M W F 10:30 AM - 11:20 AM'],"SeatInfo(max='Max Enroll: 35', taken='Seats Taken: 31', avail='Seats Avail: 4', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Speights, Sabrina', link='https://wheatoncollege.edu/academics/faculty-directory/Sabrina-Speights/')]",,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=210&section-1=A02,"Prerequisite: MGMT 111. Open to Seniors, Juniors and Sophomores. Limited to 35. ",Monday Wednesday Friday 10:30  - 11:20 
94,MGMT,"ClassNumber(num='MGMT-250 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=250&crn_in=10413&seq_numb_in=A01')","ClassExam(letter='F', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=F&course=MGMT-250 A01&term_code=201910&term_desc=Fall 2018&crn=10413')",Accounting,10413,['T R 8:00 AM - 9:20 AM'],"SeatInfo(max='Max Enroll: 30', taken='Seats Taken: 21', avail='Seats Avail: 9', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Hanno, Dennis M.', link='https://wheatoncollege.edu/academics/faculty-directory/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=250&section-1=A01,"Prerequisite: MGMT 111. Open to Seniors, Juniors and Sophomores. Limited to 30. ",Tuesday Thursday 8:00  - 9:20 
95,MGMT,"ClassNumber(num='MGMT-250 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=250&crn_in=10414&seq_numb_in=A02')","ClassExam(letter='M', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=M&course=MGMT-250 A02&term_code=201910&term_desc=Fall 2018&crn=10414')",Accounting,10414,['T R 9:30 AM - 10:50 AM'],"SeatInfo(max='Max Enroll: 30', taken='Seats Taken: 30', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Marchand, Donna', link='https://wheatoncollege.edu/academics/faculty-directory/Donna-Marchand/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=250&section-1=A02,Permission of Instructor. ,Tuesday Thursday 9:30  - 10:50 
96,MGMT,"ClassNumber(num='MGMT-320 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=320&crn_in=10415&seq_numb_in=A01')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=MGMT-320 A01&term_code=201910&term_desc=Fall 2018&crn=10415')",Organizational Behavior,10415,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 28', taken='Seats Taken: 27', avail='Seats Avail: 1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Speights, Sabrina', link='https://wheatoncollege.edu/academics/faculty-directory/Sabrina-Speights/')]",,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=320&section-1=A01,Permission of Instructor. ,Monday Wednesday 12:30  - 1:50 
97,MGMT,"ClassNumber(num='MGMT-320 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=MGMT&crse_numb_in=320&crn_in=10416&seq_numb_in=A02')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=MGMT-320 A02&term_code=201910&term_desc=Fall 2018&crn=10416')",Organizational Behavior,10416,['T R 2:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 28', taken='Seats Taken: 25', avail='Seats Avail: 3', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Manning, Catherine', link='https://wheatoncollege.edu/academics/faculty-directory/Catherine-Manning/')]",,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=MGMT&course-1=320&section-1=A02,Permission of Instructor. ,Tuesday Thursday 2:00  - 3:20 
