,subject,number,exam,title,CRN,time,seats,location,instructor,foundation,division,area,connection,textbook,special_info,hidden_days
233,FSEM,"ClassNumber(num='FSEM-101 A03', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10534&seq_numb_in=A03')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=FSEM-101 A03&term_code=201910&term_desc=Fall 2018&crn=10534')",Design and Creativity,10534,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Stone, Patricia', link='https://wheatoncollege.edu/academics/faculty-directory/Patricia-Stone/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A03,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 12:30  - 1:50 
234,FSEM,"ClassNumber(num='FSEM-101 A04', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10535&seq_numb_in=A04')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=FSEM-101 A04&term_code=201910&term_desc=Fall 2018&crn=10535')",Shake and Bake,10535,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Evans, Matthew J.', link='https://wheatoncollege.edu/academics/faculty-directory/Matthew-Evans/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A04,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 12:30  - 1:50 
235,FSEM,"ClassNumber(num='FSEM-101 A05', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10536&seq_numb_in=A05')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=FSEM-101 A05&term_code=201910&term_desc=Fall 2018&crn=10536')",Hedonism II to H2 Worker,10536,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Wyss, Brenda', link='https://wheatoncollege.edu/academics/faculty-directory/Brenda-Wyss/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A05,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 11:00  - 12:20 
236,FSEM,"ClassNumber(num='FSEM-101 A06', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10537&seq_numb_in=A06')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=FSEM-101 A06&term_code=201910&term_desc=Fall 2018&crn=10537')","Wheaton: Past, Present, Future",10537,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Eisenmann, Linda', link='https://wheatoncollege.edu/academics/faculty-directory/Linda-Eisenmann/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A06,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 12:30  - 1:50 
237,FSEM,"ClassNumber(num='FSEM-101 A07', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10538&seq_numb_in=A07')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=FSEM-101 A07&term_code=201910&term_desc=Fall 2018&crn=10538')",Am I Living My Parents' Dreams,10538,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Werner, Margaret', link='https://wheatoncollege.edu/academics/faculty-directory/marge-werner/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A07,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 11:00  - 12:20 
238,FSEM,"ClassNumber(num='FSEM-101 A08', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10539&seq_numb_in=A08')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=FSEM-101 A08&term_code=201910&term_desc=Fall 2018&crn=10539')",Fan Communities and Creations,10539,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Stenger, Josh A.', link='https://wheatoncollege.edu/academics/faculty-directory/Josh-Stenger/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A08,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 11:00  - 12:20 
239,FSEM,"ClassNumber(num='FSEM-101 A09', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10540&seq_numb_in=A09')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=FSEM-101 A09&term_code=201910&term_desc=Fall 2018&crn=10540')",The Seventh Art,10540,['M W 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Walsh, Jonathan D.', link='https://wheatoncollege.edu/academics/faculty-directory/jonathan-david-walsh/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A09,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 3:30  - 4:50 
240,FSEM,"ClassNumber(num='FSEM-101 A10', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10541&seq_numb_in=A10')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=FSEM-101 A10&term_code=201910&term_desc=Fall 2018&crn=10541')",Black in Berlin,10541,['M W 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Bohn Case, Laura', link='https://wheatoncollege.edu/academics/faculty-directory/laura-bohn/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A10,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 3:30  - 4:50 
241,FSEM,"ClassNumber(num='FSEM-101 A11', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10542&seq_numb_in=A11')","ClassExam(letter='P', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=P&course=FSEM-101 A11&term_code=201910&term_desc=Fall 2018&crn=10542')","Lights, Camera, Action!",10542,['T R 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Li, Shenglan', link='https://wheatoncollege.edu/academics/faculty-directory/Shenglan-Li/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A11,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 3:30  - 4:50 
242,FSEM,"ClassNumber(num='FSEM-101 A12', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10543&seq_numb_in=A12')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=FSEM-101 A12&term_code=201910&term_desc=Fall 2018&crn=10543')",Father of Europe,10543,['M W 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Polanichka, Dana M.', link='https://wheatoncollege.edu/academics/faculty-directory/dana-m-polanichka/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A12,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 3:30  - 4:50 
243,FSEM,"ClassNumber(num='FSEM-101 A13', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10544&seq_numb_in=A13')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=FSEM-101 A13&term_code=201910&term_desc=Fall 2018&crn=10544')",The Shape of Space,10544,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='DeCoste, Rachelle C.', link='https://wheatoncollege.edu/academics/faculty-directory/rachelle-c-decoste/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A13,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 11:00  - 12:20 
244,FSEM,"ClassNumber(num='FSEM-101 A14', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10545&seq_numb_in=A14')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=FSEM-101 A14&term_code=201910&term_desc=Fall 2018&crn=10545')",Moral problems & reasoning,10545,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Celada, Maria Teresa', link='https://wheatoncollege.edu/academics/faculty-directory/m-teresa-celada/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A14,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 11:00  - 12:20 
245,FSEM,"ClassNumber(num='FSEM-101 A15', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10546&seq_numb_in=A15')","ClassExam(letter='P', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=P&course=FSEM-101 A15&term_code=201910&term_desc=Fall 2018&crn=10546')",How Things Work,10546,['T R 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Chen, Xuesheng', link='https://wheatoncollege.edu/academics/faculty-directory/Xuesheng-Chen/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A15,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 3:30  - 4:50 
246,FSEM,"ClassNumber(num='FSEM-101 A16', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10547&seq_numb_in=A16')","ClassExam(letter='P', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=P&course=FSEM-101 A16&term_code=201910&term_desc=Fall 2018&crn=10547')","Red States, Blue States",10547,['T R 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Bishop, Bradford H.', link='https://wheatoncollege.edu/academics/faculty-directory/Bradford-Bishop/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A16,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 3:30  - 4:50 
247,FSEM,"ClassNumber(num='FSEM-101 A17', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10548&seq_numb_in=A17')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=FSEM-101 A17&term_code=201910&term_desc=Fall 2018&crn=10548')",On Democracy,10548,['M W 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Shomali, Alireza', link='https://wheatoncollege.edu/academics/faculty-directory/Alireza-Shomali/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A17,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 3:30  - 4:50 
248,FSEM,"ClassNumber(num='FSEM-101 A18', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10549&seq_numb_in=A18')","ClassExam(letter='P', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=P&course=FSEM-101 A18&term_code=201910&term_desc=Fall 2018&crn=10549')","Fibs, Fads, or Facts",10549,['T R 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Eskine, Katherine E.', link='https://wheatoncollege.edu/academics/faculty-directory/Katherine-Eskine/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A18,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 3:30  - 4:50 
249,FSEM,"ClassNumber(num='FSEM-101 A19', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10550&seq_numb_in=A19')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=FSEM-101 A19&term_code=201910&term_desc=Fall 2018&crn=10550')",Psychology in the Media,10550,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Orchowski, Lindsay M.', link='https://wheatoncollege.edu/academics/faculty-directory/Lindsay-Orchowski/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A19,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 12:30  - 1:50 
250,FSEM,"ClassNumber(num='FSEM-101 A20', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10551&seq_numb_in=A20')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=FSEM-101 A20&term_code=201910&term_desc=Fall 2018&crn=10551')",Sacred Plants,10551,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Timm, Jeffrey R.', link='https://wheatoncollege.edu/academics/faculty-directory/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A20,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 11:00  - 12:20 
251,FSEM,"ClassNumber(num='FSEM-101 A21', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10552&seq_numb_in=A21')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=FSEM-101 A21&term_code=201910&term_desc=Fall 2018&crn=10552')",From Hell to Hogwarts,10552,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Dolack, Thomas W.', link='https://wheatoncollege.edu/academics/faculty-directory/tdolack/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A21,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 12:30  - 1:50 
252,FSEM,"ClassNumber(num='FSEM-101 A22', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10553&seq_numb_in=A22')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=FSEM-101 A22&term_code=201910&term_desc=Fall 2018&crn=10553')","Mobsters, Terrorists & CEO's",10553,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Trevino, A. Javier', link='https://wheatoncollege.edu/academics/faculty-directory/A. Javier-Trevino/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A22,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 12:30  - 1:50 
253,FSEM,"ClassNumber(num='FSEM-101 A23', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10554&seq_numb_in=A23')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=FSEM-101 A23&term_code=201910&term_desc=Fall 2018&crn=10554')",Global Poverty,10554,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Kim, Hyun S.', link='https://wheatoncollege.edu/academics/faculty-directory/hyun-sook-kim/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A23,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 12:30  - 1:50 
254,FSEM,"ClassNumber(num='FSEM-101 A24', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10555&seq_numb_in=A24')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=FSEM-101 A24&term_code=201910&term_desc=Fall 2018&crn=10555')",Theatre and Social Change,10555,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Daniels, Stephanie B.', link='https://wheatoncollege.edu/academics/faculty-directory/Stephanie-Daniels/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A24,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 11:00  - 12:20 
255,FSEM,"ClassNumber(num='FSEM-101 A25', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10556&seq_numb_in=A25')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=FSEM-101 A25&term_code=201910&term_desc=Fall 2018&crn=10556')",I Like It but I Don't Know Why,10556,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Madden, Jennifer A.', link='https://wheatoncollege.edu/academics/faculty-directory/Jennifer-Madden/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A25,Permission of Academic Advising.  Limited to 18. ,Tuesday Thursday 11:00  - 12:20 
256,FSEM,"ClassNumber(num='FSEM-101 A26', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10570&seq_numb_in=A26')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=FSEM-101 A26&term_code=201910&term_desc=Fall 2018&crn=10570')",Rituals of Dinner,10570,['M W 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 18', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Brumberg-Kraus, Jonathan D.', link='https://wheatoncollege.edu/academics/faculty-directory/Jonathan-Brumberg-Kraus/')]",FS,,,"[ClassConx(num='2302', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=23002&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A26,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 3:30  - 4:50 
257,FSEM,"ClassNumber(num='FSEM-101 A27', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FSEM&crse_numb_in=101&crn_in=10575&seq_numb_in=A27')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=FSEM-101 A27&term_code=201910&term_desc=Fall 2018&crn=10575')","Love, Birth and Dead",10575,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 19', avail='Seats Avail: -1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Conway, Katherine', link='https://wheatoncollege.edu/academics/faculty-directory/Katherine-Conway/')]",FS,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FSEM&course-1=101&section-1=A27,Permission of Academic Advising.  Limited to 18. ,Monday Wednesday 12:30  - 1:50 
258,FR,"ClassNumber(num='FR-101 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FR&crse_numb_in=101&crn_in=10108&seq_numb_in=A01')","ClassExam(letter='A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=A&course=FR-101 A01&term_code=201910&term_desc=Fall 2018&crn=10108')",Elementary French I,10108,['M W F 8:30 AM - 9:20 AM'],"SeatInfo(max='Max Enroll: 22', taken='Seats Taken: 22', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Barrick, Melanie K.', link='https://wheatoncollege.edu/academics/faculty-directory/Melanie-Barrick/')]",FL,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FR&course-1=101&section-1=A01,Open only to students with no previous study of French. Limited to 20. ,Monday Wednesday Friday 8:30  - 9:20 
259,FR,"ClassNumber(num='FR-101 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=FR&crse_numb_in=101&crn_in=10109&seq_numb_in=A02')","ClassExam(letter='B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=B&course=FR-101 A02&term_code=201910&term_desc=Fall 2018&crn=10109')",Elementary French I,10109,['M W F 9:30 AM - 10:20 AM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 15', avail='Seats Avail: 5', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Barrick, Melanie K.', link='https://wheatoncollege.edu/academics/faculty-directory/Melanie-Barrick/')]",FL,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=FR&course-1=101&section-1=A02,Open only to students with no previous study of French. Limited to 20. ,Monday Wednesday Friday 9:30  - 10:20 
